,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1,0.0,0.15000554988046122,0.1524577685749045,0.16233568278798394,0.18368679316372247,0.15709427260589331,0.16096617171989097,0.18744209173533186,0.15298802112057788,0.17507151127056092,0.16856504948208073,0.12922405435361803,0.1564213559829209,0.13695976759807518,0.16146635475269733,0.19006800430372864,0.14598186976186808,0.1588889870300026,0.17455066842670744,0.15825023656594067,0.16041868182653277,0.14925377615132926,0.14872204942970424,0.1426341301052266,0.16812286182050246,0.15598910515871467,0.14820796934580496,0.13551381514699515
2,0.15000554988046122,0.0,0.149687314480471,0.15742263096274067,0.1995215888003101,0.1549951484858743,0.15133202110121147,0.18039700572045989,0.14570529215153383,0.16495583226916966,0.16167152126564938,0.15909842039624153,0.1518269930672386,0.1492037179375943,0.15291685650232303,0.17454773223037878,0.1463777439964949,0.1633504129555753,0.16834950479144506,0.14728502342267683,0.1587589125390558,0.15214060454203437,0.13795548206248154,0.14760550886799675,0.16153116573067539,0.1451440623424506,0.13781935676140614,0.13318166980643695
3,0.1524577685749045,0.149687314480471,0.0,0.16069226691553484,0.19930488406415822,0.1564810307039443,0.15666446562268324,0.18688238772299595,0.14706783096190454,0.16604950786640732,0.15426089375198276,0.16295490673386423,0.1546670945233654,0.15279061848615402,0.15412052950393046,0.18503159050430368,0.14745438168356334,0.16579185200772928,0.17088076882919026,0.15002089411308925,0.16011164461053862,0.15734865241134663,0.14679229855524162,0.15014201199955268,0.1702679812816653,0.14941055653753701,0.15161371711423388,0.13705372445135341
4,0.16233568278798394,0.15742263096274067,0.16069226691553484,0.0,0.19487668742465558,0.1643539032537908,0.1625013673233445,0.17035112456804924,0.15855963165656756,0.1822855365581486,0.17031772700430153,0.1792651838318903,0.15276647092919773,0.16121190102003588,0.17140193891038638,0.14917210957912413,0.15777922790625157,0.17017808821379,0.15681171099069463,0.16556591560876796,0.16937166411922497,0.1636904607222436,0.15496413417841837,0.15928754970174003,0.17143326033292197,0.16198523667453593,0.1518287373097225,0.1456748526069785
5,0.18368679316372247,0.1995215888003101,0.19930488406415822,0.19487668742465558,0.0,0.19878596764477854,0.1990619972992993,0.16177012792408674,0.20086662393089066,0.22604159136573815,0.22287521837990396,0.1993878360117379,0.1938840561895006,0.1926205553933072,0.2277765673158635,0.21056047281901283,0.1811528992880157,0.18692567303181568,0.19873533185043837,0.19459020340833794,0.17803147190689791,0.20637486127522042,0.18956903709064915,0.19194602485705237,0.20818367607516225,0.19732517126052354,0.18474764095261165,0.17947655807574392
6,0.15709427260589334,0.1549951484858743,0.1564810307039443,0.16435390325379082,0.19878596764477854,0.0,0.15037756699288118,0.17472050358681845,0.15614418448255954,0.176340632033842,0.17004103232350487,0.16869249986202595,0.16227252418952146,0.15675247837714665,0.15885705266627514,0.18814969578861676,0.15572918518435225,0.17110894707895674,0.17721351107992647,0.15658718161638602,0.17162379147569023,0.15835917788636583,0.15241740057449663,0.1488099520493541,0.17678002206754756,0.15277186980768614,0.1552990833539416,0.14313428184604043
7,0.16096617171989097,0.15133202110121144,0.15666446562268324,0.1625013673233445,0.1990619972992993,0.15037756699288118,0.0,0.1824023118560266,0.15338957236715078,0.18234180203753642,0.1686680229065224,0.1742491484320481,0.16193599776250855,0.1546768626042834,0.15183446922291347,0.19515046189689828,0.16237342039195432,0.1788142335105029,0.164987745656117,0.1647169252152723,0.16890572997381917,0.14470628001861982,0.14736532201310856,0.14666746517306134,0.17712279363387465,0.14129185833954067,0.1408319258347076,0.14440326979109105
8,0.18744209173533186,0.18039700572045989,0.18688238772299595,0.17035112456804924,0.16177012792408674,0.17472050358681845,0.1824023118560266,0.0,0.17984548558432098,0.21858939113756828,0.19654160525806266,0.20210800390696412,0.1872228102537777,0.19523616092791685,0.19913527877609816,0.20131561246497376,0.18401584797816375,0.19176147297280555,0.18015691106085702,0.1809435765224476,0.18766372807403836,0.1869649152417758,0.18018802955250784,0.17627950801607395,0.18596973206121536,0.17564114080372958,0.18420923692818666,0.1764432150199592
9,0.1529880211205779,0.14570529215153383,0.14706783096190454,0.15855963165656756,0.20086662393089066,0.15614418448255954,0.15338957236715078,0.17984548558432098,0.0,0.1648567512333323,0.1490692883601912,0.16318322675319766,0.15602730402574894,0.15537765766789657,0.1512645668100637,0.18287043887027532,0.14944782382934096,0.15663311230613394,0.16455705605567358,0.1608950690083392,0.1476937991422303,0.15086296783455214,0.15218249388600377,0.15019849643961056,0.16590763651700438,0.14692770806088903,0.13629054522416822,0.13293402162587797
10,0.17507151127056092,0.16495583226916966,0.16604950786640732,0.1822855365581486,0.22604159136573815,0.176340632033842,0.18234180203753642,0.21858939113756828,0.1648567512333323,0.0,0.14422637300932106,0.1852357511889526,0.15747571293752763,0.18069832293923288,0.1779101716849985,0.20475858409915185,0.1818649933309276,0.20939881810165117,0.19662158295791216,0.17760796170265425,0.17046889441620794,0.17795096264290966,0.17904505885245908,0.16623603252825006,0.20059069838734941,0.1769317945760726,0.18686140089122308,0.16290469844757172
