,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
K1,0.07328531362874018,-0.043255789500369,0.0364205126027496,0.04372558501740802,-0.007924727727837744,-0.04093912262393857,-0.12200048231441259,0.09622103794949516,0.06919831059827743,0.6675701520236679,0.07272145050171679,-0.11259397219706611,-0.045859866679306784,-0.09886817229801904,0.017044517756414555,-0.08417769850096304,-0.025261336386489964,-0.006466241062983153,-0.023475595279703308,0.06199186340234126,0.0205192453772631,0.048606392655433775,0.02779470041520085,-0.02578878423142694,0.26711879817992573,0.05652235555139878
K2,-0.048536088913834693,-0.03036843412407137,-0.12427350806322937,-0.020648280417932978,0.05000462481919937,0.07683316237622487,0.1899139306613566,0.14932362714762615,0.00031252390186406204,0.6518110785165382,-0.02532844473481014,0.20690692769690502,-0.11905741885464045,0.09427225713726484,0.21611928010256556,-0.19501292063577838,-0.13617812935646914,0.013052098513372952,-0.011076046554458166,0.04131088302660874,0.07549255681018563,0.09957091434356317,-0.33010176352897264,-0.07218163264949237,-0.022344819537080937,0.04862637313245284
K3,-0.22917724937723524,-0.09906000294393186,0.06486814289158555,0.10541386054871744,-0.00216047620139453,-0.06979905059922846,-0.015243951860686259,-0.044219516429066096,0.04124448625703238,0.7224638452002914,0.1364556449522975,0.05959535944660654,-0.06598875911978058,0.06910652315112331,0.24940680854453012,0.23367019181504675,-0.022185179554747494,0.15171544786557528,-0.05628869107082376,0.05225132484221617,-0.01740175399807933,0.059044820364693676,0.042347649561965246,-0.05697110198616208,-0.14043272450714567,0.03887510126901345
K4,0.050126482564575414,-0.08851019486783959,0.05522349312328163,0.10193869683720383,-0.13422616393140052,-0.059736636341943955,-0.008178215327496477,0.11414406884666002,0.008750154324821955,0.7505442802813665,0.02552164250911932,-0.05722462138023507,-0.047445951250692044,-0.1225235373480893,0.230778072073589,0.04357384224150132,-0.03261763078676778,0.028099049277406654,-0.07194997399668354,0.03841875966450741,0.1260562563236891,-0.17924545649935286,0.01961532366162414,-0.00011265982984324419,0.08243526559358412,0.02848793469991957
K5,0.1183504603709576,-0.020863791270493794,0.15809001035979844,-0.11430789928893349,0.13661581029641778,-0.006120709989028391,0.18450333382192266,-0.23806215378330847,0.058905424780917495,0.6927474217398603,-0.05981989717229699,-0.04920776847339997,-0.21592010088925248,-0.07953473848718931,0.011081643052247013,0.138871883944036,0.09216058337508574,0.11917697633038392,-0.020555915840357743,-0.08427057400946183,-0.06265947725361479,0.02044154427686805,-0.07473041688747606,-0.0579003814388984,0.012306613330339096,0.07750296189109682
K6,-0.016073002459954893,-0.11417987818307394,0.24722284743931786,0.011222608567728911,-0.17322622220935982,0.04771541398154466,-0.26970089481717807,0.021178904477969645,-0.018788904287766344,0.3597317306223934,0.07203577015413139,0.104546294207488,0.06793385435319625,0.17805656737461634,0.8248952593696665,0.05895962958537159,0.1308523531676807,0.007731444121330594,0.10183625296269241,-0.17752413044922738,-0.021904876798524077,-0.01643803880602646,0.02071790832612278,0.021292827664431663,0.11207611782418761,-0.0656668945644293
K7,0.004405381220269996,-0.14924905520754433,0.6441640529408378,0.016602870421554373,-0.024546536941795934,-0.04057436534852295,0.1533787746577464,0.06890776297398223,0.00980276267145266,0.04215100173881712,0.09406187711195965,-0.006634642303448751,-0.05461358196489524,0.042540958684698135,0.13624468525967456,0.02205455042842354,0.12036882005237344,0.03968747479931839,0.04340545414509869,-0.5296949468525926,0.08016398422971482,0.0563415767174975,-0.19735722978228284,-0.08747796260880278,0.03785024668637988,-0.001890212432941511
K8,0.0359384822970992,0.11683917630284774,0.5737111644639891,-0.09838069343036505,0.03250041545303299,0.029284083910700393,-0.06518000305232075,0.044497451387280965,0.014427790908176948,0.15924774157384652,0.031364493259106084,-0.0647542195524486,0.018807297012268836,-0.10899554077285183,0.23968797700472175,0.016144508180589903,-0.07814806218578682,0.016085741664757864,-0.03854177986085452,-0.1252977717041674,-0.02466865926055285,0.04294443133542488,-0.04919022679177646,0.08753330908002585,0.15371657962039473,0.03840647212377757
K9,0.08000824000912535,0.13522560067684258,0.4304731180515176,-0.2206158869091989,0.02209058702077755,-0.13833515202248442,0.016173567841058098,-0.16023819486258084,0.0544344141839384,0.18799153908697835,0.12490145063295187,0.01242975881534259,0.1632900380941771,-0.08201211653130035,0.12813835716046007,0.10703414107396411,-0.13522034569371685,-0.03959030746672765,0.014487551868968935,0.04083787797227216,-0.15780829825699494,0.1431817312653043,0.08484621177608981,-0.033640312888439564,0.13933024414710427,-0.20093325427095488
K10,0.32821764682396987,0.19539225481327321,0.4617840312230363,-0.13397169218299634,-0.14585281126053323,-0.17953881519221387,-0.07908174990614669,0.10820409602198607,-0.09677129578855555,0.10383351531579472,0.1949377462686292,0.08545256150272419,-0.008632511484255432,0.012310726443230988,0.09920481205808171,-0.015063789656260953,-0.005455737186875965,-0.12428005463021774,-0.12111485792880683,-0.19774108504744228,0.02617520070984137,-0.22747505289811176,0.10584150032088477,-0.03786865171661172,-0.05915514842701006,-0.1469410458382016
K11,0.1010885176388062,0.04541723510400956,0.8101954622665709,-0.10048218114865134,-0.06140876799171639,0.11290238547093394,0.014258184456514165,-0.024233055010703913,-0.17492384556126062,0.010509156051701656,-0.09598360262388238,-0.06478122473540725,0.16628535262646496,0.03133848328409254,0.1974518212909967,-0.03657358652910145,-0.03194130446220917,-0.030032851830260776,0.07376412280651629,-0.13720097722991456,0.09257202746123504,0.015083920504366577,-0.1266395282175982,-0.04490544091649768,0.010567670779950748,0.04418507906102149
K12,-0.2382711637234026,0.26583558452698924,0.5247403858843475,0.10778840597368938,-0.041550948110122235,-0.14955568168434968,-0.24178751774836715,0.09629340450690392,-0.005236575309029808,0.1794637498746483,0.029778993341311524,-0.00753842143953488,0.042699546880442855,0.08973287340910928,0.23815465288152732,-0.07351605779313072,0.0465294704578677,0.025905818125386046,0.0008132577032166173,0.10175896274196695,0.08052949038328407,-0.04049013462788786,-0.01822981539029844,0.05325019541058913,0.4502969274052737,-0.06573420095422865
K13,-0.12420655193565187,0.11264188589162635,0.33620037151377835,-0.06378623750366019,0.000993898611912174,-0.015128362622392132,0.0792422793469261,0.16870479566965454,0.09927139015035796,0.12807709381259338,0.0495916924150253,0.14821272435003766,-0.04052979306520858,-0.043073697923524334,0.06541230777787227,-0.03428388747196801,-0.0996522431036597,0.33555903768878576,0.007022324689301886,-0.11548083859931257,-0.09821448256797342,0.09793757253294298,0.04220742890468821,0.07509829438076318,0.2958853737788337,0.10026899234755987
K14,-0.09790828214066674,-0.09704299467848775,0.8733512943934799,-0.02690410145411146,0.02712704751410053,0.04545453958688546,0.07762347516154189,-0.07359446852855563,0.09458240888626183,0.020367926251268792,0.06176995601992867,-0.016532097662147083,0.03503547524265582,-0.009891335919520676,-0.15082474081867517,0.02725242832797492,0.003949222632553765,0.10446981152044081,-0.0739952375047677,0.041622492943358826,0.01407992773148533,0.12379620986373688,0.019405689821432343,-0.1135895656247232,0.050862636043339945,-0.05948368364540505
K15,-0.016914699472986152,0.005374605792597535,0.9317582676725846,0.028887486238556068,-0.1603595168744383,0.017022126159495696,-0.0850393242540069,-0.09041868747790852,0.06710861470982457,0.00903330268750183,0.11091973787837608,-0.002811353553626929,0.04451396834026641,0.10075714593386677,-0.031612689870916526,-0.04873591302217698,0.029011800676065097,-0.0738865278832859,-0.14190075308263825,0.02183388635941055,0.0305701685203871,0.0846945730605378,0.02261997382125224,-0.010502564784091986,0.07260174344068104,-0.029127801309360643
K16,0.1067266216106805,-0.1433442334686398,0.705979792069784,-0.009038043014501444,0.07303896952470355,0.13248512030260695,0.032923894607530965,-0.07578144886698779,0.05497702853151821,-0.012042223664418936,-0.09937357968587057,0.01755624912079515,-0.006981221179909457,0.050142786861552956,-0.058566068915188056,0.038693953866003127,-0.030020362109140625,0.1464624841426679,0.037739203533806,-0.09396667754042434,0.10757573692457381,-0.08486109507196728,0.018823249373878515,-0.019827541463056673,0.1366276652921295,0.02857735689727267
K17,0.06449037974821759,0.005694238672241085,0.7322380234185548,0.005026150619163547,-0.04437427423420144,0.09019829059517147,-0.026430446310649506,-0.05582981725512569,0.0014748052806712474,0.03905128558731533,0.047409500509049636,0.044022604703769355,0.019558080992642456,0.08491455929285743,-0.007516524331993719,-0.007431544510786395,0.10099448732229056,-0.012045260989784413,-0.1028618697196802,-0.028095571905552688,-0.08094459827796024,-0.06950465637127784,-0.031207449177105984,0.10707691910106307,0.020969927150362878,0.054120441486913716
